propertyTaxRate,garageSpaces,parkingSpaces,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView
1.98,2,2,29,0,1,2,0,0,0,0,0,6185,1200,1,0,1,1,1.4,2.666667,1063,14,2,4,1,YES,YES,NO,YES,NO,NO
